Item_Identifier,Item_Weight,Item_Visibility,Item_MRP,Outlet_Identifier,Item_Outlet_Sales,Item_Visibility_MeanRatio,Outlet_Years,Outlet,Item_Fat_Content_Low Fat,Item_Fat_Content_Non-Edible,Item_Fat_Content_Regular,Outlet_Location_Type_Tier 1,Outlet_Location_Type_Tier 2,Outlet_Location_Type_Tier 3,Outlet_Size_High,Outlet_Size_Medium,Outlet_Size_Small,Outlet_Type_Grocery Store,Outlet_Type_Supermarket Type1,Outlet_Type_Supermarket Type2,Outlet_Type_Supermarket Type3,Item_Category_Drink,Item_Category_Food,Item_Category_Non-consumable
FDN20,19.35,0.026181892999999998,167.0474,OUT046,2358.2636,1.036695199578038,16,8,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0
NCN29,15.2,0.012184998999999998,50.3034,OUT017,145.8102,1.2178979201224815,6,2,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1
FDI28,14.3,0.026428924,78.2302,OUT018,554.6114,0.9334195204980926,4,3,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0
FDA03,12.792854228644991,0.045243612999999995,146.8102,OUT027,3499.4448,1.0316749723264318,28,5,0,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0
FDZ28,20.0,0.0537175658,127.3678,OUT046,1780.3492,1.0,16,8,0,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0
FDO52,12.792854228644991,0.076790922,172.1106,OUT027,2566.659,0.9942317062510561,28,5,0,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0
FDU10,10.1,0.045950475,38.2848,OUT017,1230.3984,1.0047208848228446,6,2,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0
FDP13,12.792854228644991,0.133673087,41.548,OUT027,918.804,0.8584743198896353,28,5,0,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0
FDV02,12.792854228644991,0.060252433,170.7106,OUT027,3079.9908,0.9942317108607608,28,5,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0
FDS28,8.18,0.08252970400000001,56.9588,OUT049,744.3644,0.9237238256650994,14,9,0,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0
FDW49,19.5,0.082552214,179.8002,OUT046,716.4008,0.9587212894932363,16,8,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0
FDP33,18.7,0.08927225300000001,254.7672,OUT046,5113.344,0.9589528564398557,16,8,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0
FDJ03,12.35,0.072541731,48.5692,OUT045,886.8456,0.931517926130054,11,7,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0
FDQ51,16.0,0.017536671,45.5718,OUT013,1039.9796,1.171882555018157,26,1,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0
DRK23,8.395,0.072088552,253.704,OUT049,4554.072,0.923723834179259,14,9,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0
FDU11,4.785,0.092781435,119.7098,OUT045,1807.6470000000002,0.8765027666356413,11,7,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0
NCK06,5.03,0.008644894,122.6756,OUT035,2665.8632,0.9294568651227048,9,6,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1
FDY09,15.6,0.025342692000000003,174.3054,OUT017,1751.0539999999999,0.9641879656967862,6,2,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0
NCY18,7.285,0.031145742999999997,173.6054,OUT035,2626.5809999999997,0.9294568358363532,9,6,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1
FDA10,20.35,0.13746823700000002,120.9072,OUT049,1470.0864,1.0,14,9,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0
FDO34,17.7,0.030108283,165.9816,OUT017,4362.3216,0.9348909880094557,6,2,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0
FDE38,12.792854228644991,0.044391149000000005,164.3842,OUT027,4476.1734,0.9178236891649563,28,5,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0
FDF40,20.25,0.022639471,248.4092,OUT017,2241.0828,0.9275067568780018,6,2,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0
FDY02,8.945,0.0913836609,264.791,OUT017,4733.838,1.0,6,2,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0
FDS03,12.792854228644991,0.139419417,66.0826,OUT019,258.3304,1.5315371988570392,28,4,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0
FDB59,18.25,0.015278898999999999,199.0084,OUT046,3174.5344,1.0366184255331725,16,8,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0
NCQ42,20.35,0.039329257,127.6678,OUT049,2924.8594,0.9605895887394282,14,9,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1
FDO15,16.75,0.008579863,72.3038,OUT049,960.7494,0.8760887286607979,14,9,0,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0
DRN47,12.1,0.028164527,178.166,OUT010,539.298,1.6047757263900149,15,0,1,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0
FDA03,18.5,0.04385452222222222,144.2102,OUT035,2041.3428,1.0,9,6,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0
FDA01,15.0,0.054367970999999994,58.5904,OUT035,996.0368,0.9294568219386605,9,6,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0
FDB38,19.5,0.027346699999999998,158.99200000000002,OUT046,1757.7120000000002,1.1521149890022302,16,8,0,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0
FDT59,13.65,0.016001434,230.6668,OUT017,1842.9344,0.9641442136247025,6,2,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0
FDG08,13.15,0.165328057,170.6764,OUT035,3435.528,1.0280639986587645,9,6,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0
FDV56,12.792854228644991,0.013529883999999999,106.2596,OUT027,1402.1748,0.925130816305599,28,5,0,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0
FDY26,20.6,0.030510526,211.4244,OUT046,7833.8028,0.9296326118286704,16,8,0,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0
DRE13,6.28,0.027699862999999998,87.9198,OUT035,1221.0772,0.8745633752327037,9,6,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0
FDE51,5.925,0.09646733,42.8086,OUT046,669.1289999999999,0.8630575700879813,16,8,0,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0
FDL40,17.7,0.011636708,94.541,OUT045,1061.951,1.1549973359556676,11,7,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0
FDD50,18.85,0.141642219,168.1132,OUT046,2874.9244,0.9990697498983938,16,8,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0
FDC04,12.792854228644991,0.044767800999999996,241.8854,OUT027,4592.0226,0.9178236871065295,28,5,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0
FDN15,17.5,0.028009382000000003,141.718,OUT010,419.454,1.6044637314800074,15,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0
FDC46,17.7,0.1164455,182.8266,OUT013,5163.9448,0.9288589842968027,26,1,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0
FDV56,16.1,0.013584408000000001,107.7596,OUT013,323.5788,0.928858995544109,26,1,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0
FDK43,9.8,0.026950104,128.40200000000002,OUT018,1265.02,0.9260469367875278,4,3,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0
NCR29,7.565,0.054751689000000006,54.793,OUT045,622.523,0.9241603457690049,11,7,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1
FDY03,17.6,0.076121831,111.7202,OUT046,1125.202,0.8747287954930626,16,8,0,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0
FDU44,12.15,0.058516562,164.1552,OUT049,5198.5664,0.9237238292228538,14,9,0,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0
FDZ04,9.31,0.037923509,61.651,OUT013,379.506,0.928858994390413,26,1,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0
FDU16,19.25,0.058365705999999996,82.1908,OUT049,2432.8332,1.1437482397679617,14,9,0,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0
FDV07,9.5,0.031346387,110.7228,OUT045,1657.842,1.3356383455496637,11,7,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0
NCL19,15.35,0.015663185,143.947,OUT013,3006.087,1.0239137550954436,26,1,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,1
FDW01,12.792854228644991,0.06375030200000001,153.4682,OUT027,2287.0229999999997,0.9538603590989387,28,5,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0
FDC10,12.792854228644991,0.07252476,120.3098,OUT027,1687.1372,0.8704928799208081,28,5,0,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0
DRC12,17.85,0.038040837,189.1188,OUT017,3237.1196,1.004720902419719,6,2,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0
DRK39,7.02,0.049823902,82.225,OUT013,2746.425,1.171544045842112,26,1,1,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0
FDG24,12.792854228644991,0.014560297,81.425,OUT027,1331.6,0.9942317214444196,28,5,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0
FDO04,12.792854228644991,0.026408697999999998,53.2614,OUT027,607.8754,1.137031633550306,28,5,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0
DRB25,12.3,0.069446588,106.3938,OUT035,857.5504,0.8745633894538869,9,6,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0
FDK26,5.46,0.03217132,184.824,OUT035,4287.752,0.957952465829865,9,6,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0
FDM52,15.1,0.026046137999999996,147.2076,OUT045,1773.6912,1.0015450745795615,11,7,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0
FDY07,11.8,0.12184843599999999,46.8402,OUT045,597.2226,2.999233571324175,11,7,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0
NCO06,19.25,0.10847050400000001,33.4558,OUT018,441.4254,0.9334195358455312,4,3,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1
FDO10,13.65,0.0085099589,55.8588,OUT045,1431.47,1.0,11,7,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0
FDK34,13.35,0.038494623,240.2564,OUT013,2860.2768,1.036341356929393,26,1,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0
FDS33,12.792854228644991,0.122830885,86.9514,OUT027,3364.9532,1.136771141604684,28,5,0,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0
FDO45,13.15,0.038029746,88.6856,OUT045,1757.7120000000002,0.9315179272961446,11,7,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0
FDF08,14.3,0.065207559,89.8856,OUT046,966.7416,0.9589528619229791,16,8,0,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0
FDH58,12.3,0.037014587,115.1834,OUT045,1958.1178,1.1683386000054554,11,7,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0
FDS03,7.825,0.133281968,63.2826,OUT010,129.1652,1.464116665534999,15,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0
DRF03,19.1,0.045299563,38.8138,OUT035,365.5242,0.9294568120602757,9,6,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0
FDE02,8.71,0.121149472,93.7778,OUT013,1783.6782,0.9581548404948255,26,1,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0
NCZ06,19.6,0.09408330300000001,252.2698,OUT013,2790.3678,0.9215224121511151,26,1,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,1
FDW49,19.5,0.0861065827,179.3002,OUT049,2328.3026,1.0,14,9,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0
FDR23,15.85,0.0852754171,174.737,OUT017,2822.992,1.0,6,2,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0
NCJ29,12.792854228644991,0.035022502999999996,85.1224,OUT027,2045.3376,0.9942317212715575,28,5,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1
FDY35,17.6,0.016060186,47.2402,OUT045,505.3422,0.8765027830469361,11,7,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0
FDZ01,12.792854228644991,0.009014978,102.699,OUT027,3095.97,0.8586708200464455,28,5,0,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0
FDX19,19.1,0.096733815,233.1958,OUT046,5141.3076,0.9296326067946498,16,8,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0
FDG44,6.13,0.102607233,54.0298,OUT018,808.947,1.1640439443941144,4,3,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0
FDQ23,6.55,0.024521191,100.6332,OUT035,2665.8632,0.9221155398358027,9,6,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0
FDY22,16.5,0.16062411599999998,143.8128,OUT017,2588.6304,0.9641442038058388,6,2,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0
NCN41,17.0,0.052165855,125.073,OUT013,1108.557,0.8740008603184013,26,1,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,1
FDA47,10.5,0.113514422,162.421,OUT045,1304.968,1.0,11,7,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0
NCD19,8.93,0.009779828555555557,55.4614,OUT045,331.5684,1.0,11,7,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1
FDO36,12.792854228644991,0.07753654,180.86599999999999,OUT027,3235.788,0.9539364465848356,28,5,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0
FDH20,16.1,0.024928351,95.141,OUT013,3089.312,1.0365304094881964,26,1,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0
FDN12,12.792854228644991,0.08071118,113.1544,OUT027,3355.632,1.0321817805611597,28,5,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0
NCJ30,5.82,0.080968973,171.37900000000002,OUT018,2037.348,0.9624064738416087,4,3,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1
FDB09,16.25,0.057485327999999995,126.2046,OUT049,1867.569,0.8645306289532262,14,9,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0
FDA09,13.35,0.149669322,180.266,OUT045,898.83,1.0387207105186282,11,7,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0
FDL24,12.792854228644991,0.024776026,172.3422,OUT027,7759.899,0.9942317035271667,28,5,0,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0
FDP03,5.15,0.061165512000000005,125.6388,OUT035,2848.2924,0.9589170829716548,9,6,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0
FDR58,12.792854228644991,0.041718456,94.5462,OUT027,2868.9322,1.032181783736998,28,5,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0
FDO13,7.865,0.06100886,166.0526,OUT013,3617.9572,0.9215224092452515,26,1,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0
DRD49,9.895,0.167799329,239.4564,OUT035,5243.8408,0.9988808352691613,9,6,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0
NCF42,17.35,0.167351411,176.0712,OUT035,2109.2544,0.8745633909731805,9,6,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1
DRK35,8.365,0.071832909,36.1506,OUT035,721.0614,0.8745633843333824,9,6,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0
FDR58,6.675,0.041886576,92.1462,OUT013,1203.1006,1.0363413432729949,26,1,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0
FDQ15,12.792854228644991,0.150341867,83.1276,OUT027,1868.2348,1.031697433759646,28,5,0,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0
NCP50,17.35,0.020542737,80.5618,OUT013,322.2472,1.0272170014599193,26,1,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,1
FDV45,16.75,0.045047439,186.4556,OUT046,3942.8676,0.9222899106318856,16,8,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0
DRP35,18.85,0.091008572,129.6336,OUT049,3195.84,0.9237238342524979,14,9,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0
FDN23,6.575,0.07549348,143.5444,OUT035,3338.3212,0.9988808326786405,9,6,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0
FDS44,12.65,0.156286566,238.9538,OUT049,4086.0146,1.0294303523471764,14,9,0,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0
NCI54,15.2,0.033735909,110.9912,OUT018,1856.2504,0.9630054036463908,4,3,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1
FDH40,12.792854228644991,0.078547351,79.3276,OUT027,1380.8692,0.8704928741942639,28,5,0,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0
FDF46,7.07,0.093653464,113.3834,OUT035,1267.0174,1.027582457909391,9,6,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0
FDA21,13.65,0.036107198,184.4924,OUT018,5182.5872,1.147218873701083,4,3,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0
FDI41,12.792854228644991,0.109003832,145.2418,OUT019,147.1418,1.678673387179494,28,4,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,0
FDE35,7.06,0.073480266,58.8904,OUT010,58.5904,1.7744255273476741,15,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,1,0
DRJ24,11.8,0.113234914,186.3924,OUT013,5367.6796,0.8740008659727723,26,1,1,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0
NCK17,12.792854228644991,0.037711338,41.548,OUT027,1358.2320000000002,1.0279231340629071,28,5,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1
FDA15,9.3,0.016054884,250.2092,OUT045,5976.2208,0.9315179264392006,11,7,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0
FDD36,12.792854228644991,0.021170542,117.6124,OUT027,2251.7356,0.925130799138678,28,5,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0
DRD60,12.792854228644991,0.065188619,181.1634,OUT019,181.7634,1.614810593795865,28,4,1,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0
FDA46,13.6,0.11753756300000001,195.4136,OUT013,5443.5808,0.9288589890571951,26,1,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0
NCO54,19.5,0.01430324,57.2614,OUT045,1547.3192,0.8765027491041613,11,7,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1
FDL48,19.35,0.137697119,47.1034,OUT010,145.8102,1.5560143903944825,15,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,1,0
NCM19,12.792854228644991,0.047008497,112.0202,OUT027,5063.409000000001,1.118510669953186,28,5,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1
FDS31,13.1,0.03440078722222222,178.9318,OUT049,3067.3406,1.0,14,9,0,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0
FDV12,16.7,0.060863167,97.6384,OUT035,2857.6136,0.9585399964784073,9,6,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0
FDQ31,5.785,0.0561750521,87.1856,OUT035,1406.1696,1.0,9,6,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0
FDK55,12.792854228644991,0.045105407,89.4172,OUT019,178.4344,1.6148105951208638,28,4,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0
DRG15,6.13,0.07685520700000001,59.3536,OUT049,1470.0864,1.143281459720372,14,9,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0
NCR17,9.8,0.024482643999999998,116.2492,OUT018,2896.23,1.0031395224475501,4,3,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1
FDV01,12.792854228644991,0.0801194419,154.6314,OUT027,6515.5188,1.0,28,5,0,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0
FDT21,7.42,0.020474913,248.4092,OUT018,996.0368,1.031210185233669,4,3,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0
FDT10,16.7,0.062044506,57.4562,OUT046,948.0992,0.9296326067780588,16,8,0,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0
FDL56,12.792854228644991,0.22022560800000002,85.6198,OUT019,87.2198,1.6148105908196242,28,4,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0
FDS49,9.0,0.079794329,80.1644,OUT017,1178.4660000000001,1.0333845287384522,6,2,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0
FDT32,12.792854228644991,0.114916546,188.4214,OUT019,565.2642,1.5315372005934362,28,4,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,0
NCX42,6.36,0.00597362,164.5526,OUT013,2137.8838,0.9215223717188344,26,1,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,1
FDX26,17.7,0.146973462,184.1292,OUT010,547.2876,1.6043357538220242,15,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0
FDN02,16.5,0.07376631,208.5638,OUT013,2691.8294,0.9288589805017831,26,1,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0
FDJ40,12.792854228644991,0.049349120999999996,108.6912,OUT027,3057.3536,0.9942317013734925,28,5,0,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0
FDU13,12.792854228644991,0.328390948,146.0418,OUT019,588.5672,1.6782131741884545,28,4,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0
DRE27,11.85,0.13267058,96.4726,OUT046,978.7260000000001,0.9296326073709054,16,8,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0
FDS27,10.195,0.012455787,197.511,OUT035,2356.9320000000002,0.9221155154511033,9,6,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0
FDU44,12.792854228644991,0.058142797,162.1552,OUT027,3086.6488,0.9178236938555457,28,5,0,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0
DRM59,12.792854228644991,0.006289291,153.2998,OUT019,461.3994,1.6148105230872758,28,4,1,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0
FDT08,13.65,0.04929502,150.505,OUT049,2696.49,0.9310779294187622,14,9,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0
FDL46,20.35,0.054362695,117.9466,OUT017,1649.8524,0.9641441995300443,6,2,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0
NCV30,20.2,0.11035679699999999,62.051,OUT010,126.50200000000001,1.5422993013342803,15,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,1
FDP51,13.85,0.08527498800000001,119.6124,OUT046,2014.7108,0.9222899144412626,16,8,0,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0
FDA51,8.05,0.164542555,112.2518,OUT013,1707.777,0.9982383488572651,26,1,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0
FDM46,7.365,0.160292264,94.712,OUT045,932.12,0.876502765020675,11,7,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0
FDK02,12.5,0.112859454,118.344,OUT017,2157.192,0.9640005171564067,6,2,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0
FDJ57,7.42,0.021569566000000002,184.8582,OUT035,4643.955,1.0327298150165096,9,6,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0
FDJ45,12.792854228644991,0.073055148,33.7216,OUT027,1280.9992,0.9178236878275798,28,5,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0
NCB31,6.235,0.11934562900000001,261.991,OUT017,2366.919,0.9275067608794866,6,2,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1
FDJ03,12.35,0.072334667,49.1692,OUT013,886.8456,0.9288589900225577,26,1,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0
FDT50,6.75,0.10814891300000001,95.6752,OUT013,958.752,0.9579234659961251,26,1,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0
NCY41,16.75,0.07585337,36.8532,OUT049,1150.5024,0.8760887619009956,14,9,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1
FDJ60,19.35,0.062655235,163.3184,OUT045,2641.8944,0.9315179226468515,11,7,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0
FDZ35,9.6,0.022278477,102.499,OUT046,1547.985,1.0277768084116232,16,8,0,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0
FDS21,19.85,0.020961192,62.0194,OUT018,619.194,0.878292070807316,4,3,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0
FDM52,15.1,0.025993422999999998,147.4076,OUT046,2808.3444,0.9995180389934619,16,8,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0
FDQ08,12.792854228644991,0.018838681,62.9536,OUT027,2266.3832,0.8704928739347498,28,5,0,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0
FDQ56,6.59,0.105577348,85.6908,OUT035,1929.4884,0.9294568181183036,9,6,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0
FDS47,16.75,0.129086113,89.4856,OUT049,1054.6272,1.0615392006916315,14,9,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0
DRM48,15.2,0.11312562699999999,38.6848,OUT045,1155.8288,0.9315179255663619,11,7,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0
FDW46,13.0,0.070699313,65.7484,OUT017,1174.4712,0.9275067647356711,6,2,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0
FDW27,5.86,0.151467821,154.1314,OUT018,3412.8908,1.0324471256308285,4,3,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0
NCQ05,11.395,0.03616416,150.1708,OUT010,300.9416,1.9850196558011786,15,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,1
FDU40,20.85,0.062606583,192.2478,OUT010,387.4956,1.4641166603353009,15,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0
DRE12,12.792854228644991,0.07043780000000001,112.88600000000001,OUT027,2942.836,1.1364427318725405,28,5,1,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0
FDX35,5.035,0.079844043,226.3036,OUT013,4098.6648,0.9577807006203558,26,1,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0
FDD51,11.15,0.120139206,45.0744,OUT049,452.744,1.1438115088846807,14,9,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0
FDY27,6.38,0.032028115,178.3344,OUT018,3211.8192,1.14654723652362,4,3,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0
NCN06,8.39,0.12049726599999999,162.2868,OUT046,2620.5888,0.9296326035594678,16,8,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1
FDR57,5.675,0.023492524,155.5288,OUT035,1414.1592,0.9988808442880502,9,6,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0
FDL32,15.7,0.12265733599999999,110.1544,OUT049,1565.9616,0.9557915400060678,14,9,0,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0
FDW46,13.0,0.070588037,65.9484,OUT018,1043.9744,0.9260469309922693,4,3,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0
NCO17,12.792854228644991,0.073024401,121.844,OUT027,3115.9440000000004,1.1542754758234854,28,5,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1
FDR19,13.5,0.159587755,145.3102,OUT013,729.051,0.8740008623216774,26,1,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0
FDJ33,8.895,0.088821765,125.17299999999999,OUT017,2956.152,0.8796766137710026,6,2,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0
